service,port,transport
timbuktu-srv4,1420,tcp
gandalf-lm,1421,tcp
autodesk-lm,1422,tcp
essbase,1423,tcp
hybrid,1424,tcp
zion-lm,1425,tcp
sais,1426,tcp
mloadd,1427,tcp
informatik-lm,1428,tcp
nms,1429,tcp
tpdu,1430,tcp
rgtp,1431,tcp
blueberry-lm,1432,tcp
ms-sql-s,1433,tcp
ms-sql-m,1434,tcp
ibm-cics,1435,tcp
saism,1436,tcp
tabula,1437,tcp
eicon-server,1438,tcp
eicon-x25,1439,tcp
eicon-slp,1440,tcp
cadis-1,1441,tcp
cadis-2,1442,tcp
ies-lm,1443,tcp
marcam-lm,1444,tcp
proxima-lm,1445,tcp
ora-lm,1446,tcp
apri-lm,1447,tcp
oc-lm,1448,tcp
peport,1449,tcp
dwf,1450,tcp
infoman,1451,tcp
gtegsc-lm,1452,tcp
genie-lm,1453,tcp
interhdl-elmd,1454,tcp
esl-lm,1455,tcp
dca,1456,tcp
valisys-lm,1457,tcp
nrcabq-lm,1458,tcp
proshare1,1459,tcp
proshare2,1460,tcp
ibm-wrless-lan,1461,tcp
world-lm,1462,tcp
nucleus,1463,tcp
msl-lmd,1464,tcp
pipes,1465,tcp
oceansoft-lm,1466,tcp
csdmbase,1467,tcp
csdm,1468,tcp
aal-lm,1469,tcp
uaiact,1470,tcp
csdmbase,1471,tcp
csdm,1472,tcp
openmath,1473,tcp
telefinder,1474,tcp
taligent-lm,1475,tcp
clvm-cfg,1476,tcp
ms-sna-server,1477,tcp
ms-sna-base,1478,tcp
dberegister,1479,tcp
pacerforum,1480,tcp
airs,1481,tcp
miteksys-lm,1482,tcp
afs,1483,tcp
confluent,1484,tcp
lansource,1485,tcp
nms-topo-serv,1486,tcp
localinfosrvr,1487,tcp
docstor,1488,tcp
dmdocbroker,1489,tcp
insitu-conf,1490,tcp
stone-design-1,1492,tcp
netmap-lm,1493,tcp
ica,1494,tcp
cvc,1495,tcp
liberty-lm,1496,tcp
rfx-lm,1497,tcp
sybase-sqlany,1498,tcp
fhc,1499,tcp
vlsi-lm,1500,tcp
saiscm,1501,tcp
shivadiscovery,1502,tcp
imtc-mcs,1503,tcp
evb-elm,1504,tcp
funkproxy,1505,tcp
utcd,1506,tcp
symplex,1507,tcp
diagmond,1508,tcp
robcad-lm,1509,tcp
mvx-lm,1510,tcp
3l-l1,1511,tcp
wins,1512,tcp
fujitsu-dtc,1513,tcp
fujitsu-dtcns,1514,tcp
ifor-protocol,1515,tcp
vpad,1516,tcp
vpac,1517,tcp
vpvd,1518,tcp
vpvc,1519,tcp
atm-zip-office,1520,tcp
ncube-lm,1521,tcp
ricardo-lm,1522,tcp
cichild-lm,1523,tcp
ingreslock,1524,tcp
orasrv,1525,tcp
pdap-np,1526,tcp
tlisrv,1527,tcp
norp,1528,tcp
coauthor,1529,tcp
rap-service,1530,tcp
rap-listen,1531,tcp
miroconnect,1532,tcp
virtual-places,1533,tcp
micromuse-lm,1534,tcp
ampr-info,1535,tcp
ampr-inter,1536,tcp
sdsc-lm,1537,tcp
3ds-lm,1538,tcp
intellistor-lm,1539,tcp
rds,1540,tcp
rds2,1541,tcp
gridgen-elmd,1542,tcp
simba-cs,1543,tcp
aspeclmd,1544,tcp
vistium-share,1545,tcp
abbaccuray,1546,tcp
laplink,1547,tcp
axon-lm,1548,tcp
shivahose,1549,tcp
3m-image-lm,1550,tcp
hecmtl-db,1551,tcp
pciarray,1552,tcp
sna-cs,1553,tcp
caci-lm,1554,tcp
livelan,1555,tcp
veritas-pbx,1556,tcp
arbortext-lm,1557,tcp
xingmpeg,1558,tcp
web2host,1559,tcp
asci-val,1560,tcp
facilityview,1561,tcp
pconnectmgr,1562,tcp
cadabra-lm,1563,tcp
pay-per-view,1564,tcp
winddlb,1565,tcp
corelvideo,1566,tcp
jlicelmd,1567,tcp
tsspmap,1568,tcp
ets,1569,tcp
orbixd,1570,tcp
rdb-dbs-disp,1571,tcp
chip-lm,1572,tcp
itscomm-ns,1573,tcp
mvel-lm,1574,tcp
oraclenames,1575,tcp
moldflow-lm,1576,tcp
hypercube-lm,1577,tcp
jacobus-lm,1578,tcp
ioc-sea-lm,1579,tcp
tn-tl-r1,1580,tcp
mil-2045-47001,1581,tcp
msims,1582,tcp
simbaexpress,1583,tcp
tn-tl-fd2,1584,tcp
intv,1585,tcp
ibm-abtact,1586,tcp
pra-elmd,1587,tcp
triquest-lm,1588,tcp
vqp,1589,tcp
gemini-lm,1590,tcp
ncpm-pm,1591,tcp
commonspace,1592,tcp
mainsoft-lm,1593,tcp
sixtrak,1594,tcp
radio,1595,tcp
radio-sm,1596,tcp
orbplus-iiop,1597,tcp
picknfs,1598,tcp
simbaservices,1599,tcp
issd,1600,tcp
aas,1601,tcp
inspect,1602,tcp
picodbc,1603,tcp
icabrowser,1604,tcp
slp,1605,tcp
slm-api,1606,tcp
stt,1607,tcp
smart-lm,1608,tcp
isysg-lm,1609,tcp
taurus-wh,1610,tcp
ill,1611,tcp
netbill-trans,1612,tcp
netbill-keyrep,1613,tcp
netbill-cred,1614,tcp
netbill-auth,1615,tcp
netbill-prod,1616,tcp
nimrod-agent,1617,tcp
skytelnet,1618,tcp
xs-openstorage,1619,tcp
faxportwinport,1620,tcp
softdataphone,1621,tcp
ontime,1622,tcp
jaleosnd,1623,tcp
udp-sr-port,1624,tcp
svs-omagent,1625,tcp
shockwave,1626,tcp
t128-gateway,1627,tcp
lontalk-norm,1628,tcp
lontalk-urgnt,1629,tcp
oraclenet8cman,1630,tcp
visitview,1631,tcp
pammratc,1632,tcp
pammrpc,1633,tcp
loaprobe,1634,tcp
edb-server1,1635,tcp
isdc,1636,tcp
islc,1637,tcp
ismc,1638,tcp
cert-initiator,1639,tcp
cert-responder,1640,tcp
invision,1641,tcp
isis-am,1642,tcp
isis-ambc,1643,tcp
saiseh,1644,tcp
sightline,1645,tcp
sa-msg-port,1646,tcp
rsap,1647,tcp
concurrent-lm,1648,tcp
kermit,1649,tcp
nkd,1650,tcp
shiva-confsrvr,1651,tcp
xnmp,1652,tcp
alphatech-lm,1653,tcp
stargatealerts,1654,tcp
dec-mbadmin,1655,tcp
dec-mbadmin-h,1656,tcp
fujitsu-mmpdc,1657,tcp
sixnetudr,1658,tcp
sg-lm,1659,tcp
skip-mc-gikreq,1660,tcp
netview-aix-1,1661,tcp
netview-aix-2,1662,tcp
netview-aix-3,1663,tcp
netview-aix-4,1664,tcp
netview-aix-5,1665,tcp
netview-aix-6,1666,tcp
netview-aix-7,1667,tcp
netview-aix-8,1668,tcp
netview-aix-9,1669,tcp
netview-aix-10,1670,tcp
netview-aix-11,1671,tcp
netview-aix-12,1672,tcp
proshare-mc-1,1673,tcp
proshare-mc-2,1674,tcp
pdp,1675,tcp
netcomm1,1676,tcp
groupwise,1677,tcp
prolink,1678,tcp
darcorp-lm,1679,tcp
microcom-sbp,1680,tcp
sd-elmd,1681,tcp
lanyon-lantern,1682,tcp
ncpm-hip,1683,tcp
snaresecure,1684,tcp
n2nremote,1685,tcp
cvmon,1686,tcp
nsjtp-ctrl,1687,tcp
nsjtp-data,1688,tcp
firefox,1689,tcp
ng-umds,1690,tcp
empire-empuma,1691,tcp
sstsys-lm,1692,tcp
rrirtr,1693,tcp
rrimwm,1694,tcp
rrilwm,1695,tcp
rrifmm,1696,tcp
rrisat,1697,tcp
rsvp-encap-1,1698,tcp
rsvp-encap-2,1699,tcp
mps-raft,1700,tcp
l2f,1701,tcp
deskshare,1702,tcp
hb-engine,1703,tcp
bcs-broker,1704,tcp
slingshot,1705,tcp
jetform,1706,tcp
vdmplay,1707,tcp
gat-lmd,1708,tcp
centra,1709,tcp
impera,1710,tcp
pptconference,1711,tcp
registrar,1712,tcp
conferencetalk,1713,tcp
sesi-lm,1714,tcp
houdini-lm,1715,tcp
xmsg,1716,tcp
fj-hdnet,1717,tcp
h323gatedisc,1718,tcp
h323gatestat,1719,tcp
h323hostcall,1720,tcp
caicci,1721,tcp
hks-lm,1722,tcp
pptp,1723,tcp
csbphonemaster,1724,tcp
iden-ralp,1725,tcp
iberiagames,1726,tcp
winddx,1727,tcp
telindus,1728,tcp
citynl,1729,tcp
roketz,1730,tcp
msiccp,1731,tcp
proxim,1732,tcp
siipat,1733,tcp
cambertx-lm,1734,tcp
privatechat,1735,tcp
street-stream,1736,tcp
ultimad,1737,tcp
gamegen1,1738,tcp
webaccess,1739,tcp
encore,1740,tcp
cisco-net-mgmt,1741,tcp
3Com-nsd,1742,tcp
cinegrfx-lm,1743,tcp
ncpm-ft,1744,tcp
remote-winsock,1745,tcp
ftrapid-1,1746,tcp
ftrapid-2,1747,tcp
oracle-em1,1748,tcp
aspen-services,1749,tcp
sslp,1750,tcp
swiftnet,1751,tcp
lofr-lm,1752,tcp
predatar-comms,1753,tcp
oracle-em2,1754,tcp
ms-streaming,1755,tcp
capfast-lmd,1756,tcp
cnhrp,1757,tcp
tftp-mcast,1758,tcp
spss-lm,1759,tcp
www-ldap-gw,1760,tcp
cft-0,1761,tcp
cft-1,1762,tcp
cft-2,1763,tcp
cft-3,1764,tcp
cft-4,1765,tcp
cft-5,1766,tcp
cft-6,1767,tcp
cft-7,1768,tcp
bmc-net-adm,1769,tcp
bmc-net-svc,1770,tcp
vaultbase,1771,tcp
essweb-gw,1772,tcp
kmscontrol,1773,tcp
global-dtserv,1774,tcp
vdab,1775,tcp
femis,1776,tcp
powerguardian,1777,tcp
prodigy-intrnet,1778,tcp
pharmasoft,1779,tcp
dpkeyserv,1780,tcp
answersoft-lm,1781,tcp
hp-hcip,1782,tcp
finle-lm,1784,tcp
windlm,1785,tcp
funk-logger,1786,tcp
funk-license,1787,tcp
psmond,1788,tcp
hello,1789,tcp
nmsp,1790,tcp
ea1,1791,tcp
ibm-dt-2,1792,tcp
rsc-robot,1793,tcp
cera-bcm,1794,tcp
dpi-proxy,1795,tcp
vocaltec-admin,1796,tcp
uma,1797,tcp
etp,1798,tcp
netrisk,1799,tcp
ansys-lm,1800,tcp
msmq,1801,tcp
concomp1,1802,tcp
hp-hcip-gwy,1803,tcp
enl,1804,tcp
enl-name,1805,tcp
musiconline,1806,tcp
fhsp,1807,tcp
oracle-vp2,1808,tcp
oracle-vp1,1809,tcp
jerand-lm,1810,tcp
scientia-sdb,1811,tcp
radius,1812,tcp
radius-acct,1813,tcp
tdp-suite,1814,tcp
mmpft,1815,tcp
harp,1816,tcp
rkb-oscs,1817,tcp
etftp,1818,tcp
plato-lm,1819,tcp
mcagent,1820,tcp
donnyworld,1821,tcp
es-elmd,1822,tcp
unisys-lm,1823,tcp
metrics-pas,1824,tcp
direcpc-video,1825,tcp
ardt,1826,tcp
asi,1827,tcp
itm-mcell-u,1828,tcp
optika-emedia,1829,tcp
net8-cman,1830,tcp
myrtle,1831,tcp
tht-treasure,1832,tcp
udpradio,1833,tcp
ardusuni,1834,tcp
ardusmul,1835,tcp
ste-smsc,1836,tcp
csoft1,1837,tcp
talnet,1838,tcp
netopia-vo1,1839,tcp
netopia-vo2,1840,tcp
netopia-vo3,1841,tcp
netopia-vo4,1842,tcp
netopia-vo5,1843,tcp
direcpc-dll,1844,tcp
altalink,1845,tcp
tunstall-pnc,1846,tcp
slp-notify,1847,tcp
fjdocdist,1848,tcp
alpha-sms,1849,tcp
gsi,1850,tcp
ctcd,1851,tcp
virtual-time,1852,tcp
vids-avtp,1853,tcp
buddy-draw,1854,tcp
fiorano-rtrsvc,1855,tcp
fiorano-msgsvc,1856,tcp
datacaptor,1857,tcp
privateark,1858,tcp
gammafetchsvr,1859,tcp
sunscalar-svc,1860,tcp
lecroy-vicp,1861,tcp
mysql-cm-agent,1862,tcp
msnp,1863,tcp
paradym-31port,1864,tcp
entp,1865,tcp
swrmi,1866,tcp
udrive,1867,tcp
viziblebrowser,1868,tcp
transact,1869,tcp
sunscalar-dns,1870,tcp
canocentral0,1871,tcp
canocentral1,1872,tcp
fjmpjps,1873,tcp
fjswapsnp,1874,tcp
westell-stats,1875,tcp
ewcappsrv,1876,tcp
hp-webqosdb,1877,tcp
drmsmc,1878,tcp
nettgain-nms,1879,tcp
vsat-control,1880,tcp
ibm-mqseries2,1881,tcp
ecsqdmn,1882,tcp
mqtt,1883,tcp
idmaps,1884,tcp
vrtstrapserver,1885,tcp
leoip,1886,tcp
filex-lport,1887,tcp
ncconfig,1888,tcp
unify-adapter,1889,tcp
wilkenlistener,1890,tcp
childkey-notif,1891,tcp
childkey-ctrl,1892,tcp
elad,1893,tcp
o2server-port,1894,tcp
b-novative-ls,1896,tcp
metaagent,1897,tcp
cymtec-port,1898,tcp
mc2studios,1899,tcp
ssdp,1900,tcp
fjicl-tep-a,1901,tcp
fjicl-tep-b,1902,tcp
linkname,1903,tcp
fjicl-tep-c,1904,tcp
sugp,1905,tcp
tpmd,1906,tcp
intrastar,1907,tcp
dawn,1908,tcp
global-wlink,1909,tcp
ultrabac,1910,tcp
mtp,1911,tcp
rhp-iibp,1912,tcp
armadp,1913,tcp
elm-momentum,1914,tcp
facelink,1915,tcp
persona,1916,tcp
noagent,1917,tcp
can-nds,1918,tcp
can-dch,1919,tcp
can-ferret,1920,tcp
noadmin,1921,tcp
tapestry,1922,tcp
spice,1923,tcp
xiip,1924,tcp
discovery-port,1925,tcp
egs,1926,tcp
videte-cipc,1927,tcp
emsd-port,1928,tcp
bandwiz-system,1929,tcp
driveappserver,1930,tcp
amdsched,1931,tcp
ctt-broker,1932,tcp
xmapi,1933,tcp
xaapi,1934,tcp
macromedia-fcs,1935,tcp
jetcmeserver,1936,tcp
jwserver,1937,tcp
jwclient,1938,tcp
jvserver,1939,tcp
jvclient,1940,tcp
dic-aida,1941,tcp
res,1942,tcp
beeyond-media,1943,tcp
close-combat,1944,tcp
dialogic-elmd,1945,tcp
tekpls,1946,tcp
sentinelsrm,1947,tcp
eye2eye,1948,tcp
ismaeasdaqlive,1949,tcp
ismaeasdaqtest,1950,tcp
bcs-lmserver,1951,tcp
mpnjsc,1952,tcp
rapidbase,1953,tcp
abr-api,1954,tcp
abr-secure,1955,tcp
vrtl-vmf-ds,1956,tcp
unix-status,1957,tcp
dxadmind,1958,tcp
simp-all,1959,tcp
nasmanager,1960,tcp
bts-appserver,1961,tcp
biap-mp,1962,tcp
webmachine,1963,tcp
solid-e-engine,1964,tcp
tivoli-npm,1965,tcp
slush,1966,tcp
sns-quote,1967,tcp
lipsinc,1968,tcp
lipsinc1,1969,tcp
netop-rc,1970,tcp
netop-school,1971,tcp
intersys-cache,1972,tcp
dlsrap,1973,tcp
drp,1974,tcp
tcoflashagent,1975,tcp
tcoregagent,1976,tcp
tcoaddressbook,1977,tcp
unisql,1978,tcp
unisql-java,1979,tcp
panquest-xact,1980,tcp
p2pq,1981,tcp
estamp,1982,tcp
lhtp,1983,tcp
bb,1984,tcp
hsrp,1985,tcp
licensedaemon,1986,tcp
tr-rsrb-p1,1987,tcp
tr-rsrb-p2,1988,tcp
tr-rsrb-p3,1989,tcp
stun-p1,1990,tcp
stun-p2,1991,tcp
stun-p3,1992,tcp
snmp-tcp-port,1993,tcp
stun-port,1994,tcp
perf-port,1995,tcp
tr-rsrb-port,1996,tcp
gdp-port,1997,tcp
x25-svc-port,1998,tcp
tcp-id-port,1999,tcp
cisco-sccp,2000,tcp
dc,2001,tcp
globe,2002,tcp
brutus,2003,tcp
mailbox,2004,tcp
berknet,2005,tcp
invokator,2006,tcp
dectalk,2007,tcp
conf,2008,tcp
news,2009,tcp
search,2010,tcp
raid-cc,2011,tcp
ttyinfo,2012,tcp
raid-am,2013,tcp
troff,2014,tcp
cypress,2015,tcp
bootserver,2016,tcp
cypress-stat,2017,tcp
terminaldb,2018,tcp
whosockami,2019,tcp
xinupageserver,2020,tcp
servexec,2021,tcp
down,2022,tcp
xinuexpansion3,2023,tcp
xinuexpansion4,2024,tcp
ellpack,2025,tcp
scrabble,2026,tcp
shadowserver,2027,tcp
submitserver,2028,tcp
hsrpv6,2029,tcp
device2,2030,tcp
mobrien-chat,2031,tcp
blackboard,2032,tcp
glogger,2033,tcp
scoremgr,2034,tcp
imsldoc,2035,tcp
e-dpnet,2036,tcp
applus,2037,tcp
objectmanager,2038,tcp
prizma,2039,tcp
lam,2040,tcp
interbase,2041,tcp
isis,2042,tcp
isis-bcast,2043,tcp
rimsl,2044,tcp
cdfunc,2045,tcp
sdfunc,2046,tcp
dls,2047,tcp
dls-monitor,2048,tcp
shilp,2049,tcp
av-emb-config,2050,tcp
epnsdp,2051,tcp
clearvisn,2052,tcp
lot105-ds-upd,2053,tcp
weblogin,2054,tcp
iop,2055,tcp
omnisky,2056,tcp
rich-cp,2057,tcp
newwavesearch,2058,tcp
bmc-messaging,2059,tcp
teleniumdaemon,2060,tcp
netmount,2061,tcp
icg-swp,2062,tcp
icg-bridge,2063,tcp
icg-iprelay,2064,tcp
dlsrpn,2065,tcp
aura,2066,tcp
dlswpn,2067,tcp
avauthsrvprtcl,2068,tcp
event-port,2069,tcp
ah-esp-encap,2070,tcp
acp-port,2071,tcp
msync,2072,tcp
gxs-data-port,2073,tcp
vrtl-vmf-sa,2074,tcp
newlixengine,2075,tcp
newlixconfig,2076,tcp
tsrmagt,2077,tcp
tpcsrvr,2078,tcp
idware-router,2079,tcp
autodesk-nlm,2080,tcp
kme-trap-port,2081,tcp
infowave,2082,tcp
radsec,2083,tcp
sunclustergeo,2084,tcp
ada-cip,2085,tcp
gnunet,2086,tcp
eli,2087,tcp
ip-blf,2088,tcp
sep,2089,tcp
lrp,2090,tcp
prp,2091,tcp
descent3,2092,tcp
nbx-cc,2093,tcp
nbx-au,2094,tcp
nbx-ser,2095,tcp
nbx-dir,2096,tcp
jetformpreview,2097,tcp
dialog-port,2098,tcp
h2250-annex-g,2099,tcp
amiganetfs,2100,tcp
rtcm-sc104,2101,tcp
zephyr-srv,2102,tcp
zephyr-clt,2103,tcp
zephyr-hm,2104,tcp
minipay,2105,tcp
mzap,2106,tcp
bintec-admin,2107,tcp
comcam,2108,tcp
ergolight,2109,tcp
umsp,2110,tcp
dsatp,2111,tcp
idonix-metanet,2112,tcp
hsl-storm,2113,tcp
ariascribe,2114,tcp
kdm,2115,tcp
ccowcmr,2116,tcp
mentaclient,2117,tcp
mentaserver,2118,tcp
gsigatekeeper,2119,tcp
qencp,2120,tcp
scientia-ssdb,2121,tcp
caupc-remote,2122,tcp
gtp-control,2123,tcp
elatelink,2124,tcp
lockstep,2125,tcp
pktcable-cops,2126,tcp
index-pc-wb,2127,tcp
net-steward,2128,tcp
cs-live,2129,tcp
xds,2130,tcp
avantageb2b,2131,tcp
solera-epmap,2132,tcp
zymed-zpp,2133,tcp
avenue,2134,tcp
gris,2135,tcp
appworxsrv,2136,tcp
connect,2137,tcp
unbind-cluster,2138,tcp
ias-auth,2139,tcp
ias-reg,2140,tcp
ias-admind,2141,tcp
tdmoip,2142,tcp
lv-jc,2143,tcp
lv-ffx,2144,tcp
lv-pici,2145,tcp
lv-not,2146,tcp
lv-auth,2147,tcp
veritas-ucl,2148,tcp
acptsys,2149,tcp
dynamic3d,2150,tcp
docent,2151,tcp
gtp-user,2152,tcp
ctlptc,2153,tcp
stdptc,2154,tcp
brdptc,2155,tcp
trp,2156,tcp
xnds,2157,tcp
touchnetplus,2158,tcp
gdbremote,2159,tcp
apc-2160,2160,tcp
apc-2161,2161,tcp
navisphere,2162,tcp
navisphere-sec,2163,tcp
ddns-v3,2164,tcp
x-bone-api,2165,tcp
iwserver,2166,tcp
raw-serial,2167,tcp
easy-soft-mux,2168,tcp
brain,2169,tcp
eyetv,2170,tcp
msfw-storage,2171,tcp
msfw-s-storage,2172,tcp
msfw-replica,2173,tcp
msfw-array,2174,tcp
airsync,2175,tcp
rapi,2176,tcp
qwave,2177,tcp
bitspeer,2178,tcp
vmrdp,2179,tcp
mc-gt-srv,2180,tcp
eforward,2181,tcp
cgn-stat,2182,tcp
cgn-config,2183,tcp
nvd,2184,tcp
onbase-dds,2185,tcp
gtaua,2186,tcp
ssmc,2187,tcp
radware-rpm,2188,tcp
radware-rpm-s,2189,tcp
tivoconnect,2190,tcp
tvbus,2191,tcp
asdis,2192,tcp
drwcs,2193,tcp
mnp-exchange,2197,tcp
onehome-remote,2198,tcp
onehome-help,2199,tcp
ats,2201,tcp
imtc-map,2202,tcp
b2-runtime,2203,tcp
b2-license,2204,tcp
jps,2205,tcp
hpocbus,2206,tcp
hpssd,2207,tcp
hpiod,2208,tcp
rimf-ps,2209,tcp
noaaport,2210,tcp
emwin,2211,tcp
leecoposserver,2212,tcp
kali,2213,tcp
rpi,2214,tcp
ipcore,2215,tcp
vtu-comms,2216,tcp
gotodevice,2217,tcp
bounzza,2218,tcp
netiq-ncap,2219,tcp
netiq,2220,tcp
ethernet-ip-s,2221,tcp
EtherNet-IP-1,2222,tcp
rockwell-csp2,2223,tcp
efi-mg,2224,tcp
rcip-itu,2225,tcp
di-drm,2226,tcp
di-msg,2227,tcp
ehome-ms,2228,tcp
datalens,2229,tcp
queueadm,2230,tcp
wimaxasncp,2231,tcp
ivs-video,2232,tcp
infocrypt,2233,tcp
directplay,2234,tcp
sercomm-wlink,2235,tcp
nani,2236,tcp
optech-port1-lm,2237,tcp
aviva-sna,2238,tcp
imagequery,2239,tcp
recipe,2240,tcp
ivsd,2241,tcp
foliocorp,2242,tcp
magicom,2243,tcp
nmsserver,2244,tcp
hao,2245,tcp
pc-mta-addrmap,2246,tcp
antidotemgrsvr,2247,tcp
ums,2248,tcp
rfmp,2249,tcp
remote-collab,2250,tcp
dif-port,2251,tcp
njenet-ssl,2252,tcp
dtv-chan-req,2253,tcp
seispoc,2254,tcp
vrtp,2255,tcp
pcc-mfp,2256,tcp
simple-tx-rx,2257,tcp
rcts,2258,tcp
bid-serv,2259,tcp
apc-2260,2260,tcp
comotionmaster,2261,tcp
comotionback,2262,tcp
ecwcfg,2263,tcp
apx500api-1,2264,tcp
apx500api-2,2265,tcp
mfserver,2266,tcp
ontobroker,2267,tcp
amt,2268,tcp
mikey,2269,tcp
starschool,2270,tcp
mmcals,2271,tcp
mmcal,2272,tcp
mysql-im,2273,tcp
pcttunnell,2274,tcp
ibridge-data,2275,tcp
ibridge-mgmt,2276,tcp
bluectrlproxy,2277,tcp
s3db,2278,tcp
xmquery,2279,tcp
lnvpoller,2280,tcp
lnvconsole,2281,tcp
lnvalarm,2282,tcp
lnvstatus,2283,tcp
lnvmaps,2284,tcp
lnvmailmon,2285,tcp
nas-metering,2286,tcp
dna,2287,tcp
netml,2288,tcp
dict-lookup,2289,tcp
sonus-logging,2290,tcp
eapsp,2291,tcp
mib-streaming,2292,tcp
npdbgmngr,2293,tcp
konshus-lm,2294,tcp
advant-lm,2295,tcp
theta-lm,2296,tcp
d2k-datamover1,2297,tcp
d2k-datamover2,2298,tcp
pc-telecommute,2299,tcp
cvmmon,2300,tcp
cpq-wbem,2301,tcp
binderysupport,2302,tcp
proxy-gateway,2303,tcp
attachmate-uts,2304,tcp
mt-scaleserver,2305,tcp
tappi-boxnet,2306,tcp
pehelp,2307,tcp
sdhelp,2308,tcp
sdserver,2309,tcp
sdclient,2310,tcp
messageservice,2311,tcp
wanscaler,2312,tcp
iapp,2313,tcp
cr-websystems,2314,tcp
precise-sft,2315,tcp
sent-lm,2316,tcp
attachmate-g32,2317,tcp
cadencecontrol,2318,tcp
infolibria,2319,tcp
siebel-ns,2320,tcp
rdlap,2321,tcp
ofsd,2322,tcp
3d-nfsd,2323,tcp
cosmocall,2324,tcp
ansysli,2325,tcp
idcp,2326,tcp
xingcsm,2327,tcp
netrix-sftm,2328,tcp
nvd,2329,tcp
tscchat,2330,tcp
agentview,2331,tcp
rcc-host,2332,tcp
snapp,2333,tcp
ace-client,2334,tcp
ace-proxy,2335,tcp
appleugcontrol,2336,tcp
ideesrv,2337,tcp
norton-lambert,2338,tcp
3com-webview,2339,tcp
wrs-registry,2340,tcp
xiostatus,2341,tcp
manage-exec,2342,tcp
nati-logos,2343,tcp
fcmsys,2344,tcp
dbm,2345,tcp
redstorm-join,2346,tcp
redstorm-find,2347,tcp
redstorm-info,2348,tcp
redstorm-diag,2349,tcp
psbserver,2350,tcp
psrserver,2351,tcp
pslserver,2352,tcp
pspserver,2353,tcp
psprserver,2354,tcp
psdbserver,2355,tcp
gxtelmd,2356,tcp
unihub-server,2357,tcp
futrix,2358,tcp
flukeserver,2359,tcp
nexstorindltd,2360,tcp
tl1,2361,tcp
digiman,2362,tcp
mediacntrlnfsd,2363,tcp
oi-2000,2364,tcp
dbref,2365,tcp
qip-login,2366,tcp
service-ctrl,2367,tcp
opentable,2368,tcp
bif-p2p,2369,tcp
l3-hbmon,2370,tcp
rda,2371,tcp
lanmessenger,2372,tcp
remographlm,2373,tcp
hydra,2374,tcp
docker,2375,tcp
docker-s,2376,tcp
swarm,2377,tcp
etcd-client,2379,tcp
etcd-server,2380,tcp
compaq-https,2381,tcp
ms-olap3,2382,tcp
ms-olap4,2383,tcp
sd-request,2384,tcp
sd-data,2385,tcp
virtualtape,2386,tcp
vsamredirector,2387,tcp
mynahautostart,2388,tcp
ovsessionmgr,2389,tcp
rsmtp,2390,tcp
3com-net-mgmt,2391,tcp
tacticalauth,2392,tcp
ms-olap1,2393,tcp
ms-olap2,2394,tcp
lan900-remote,2395,tcp
wusage,2396,tcp
ncl,2397,tcp
orbiter,2398,tcp
fmpro-fdal,2399,tcp
opequus-server,2400,tcp
cvspserver,2401,tcp
taskmaster2000,2402,tcp
taskmaster2000,2403,tcp
iec-104,2404,tcp
trc-netpoll,2405,tcp
jediserver,2406,tcp
orion,2407,tcp
railgun-webaccl,2408,tcp
sns-protocol,2409,tcp
vrts-registry,2410,tcp
netwave-ap-mgmt,2411,tcp
cdn,2412,tcp
orion-rmi-reg,2413,tcp
beeyond,2414,tcp
codima-rtp,2415,tcp
rmtserver,2416,tcp
composit-server,2417,tcp
cas,2418,tcp
attachmate-s2s,2419,tcp
dslremote-mgmt,2420,tcp
g-talk,2421,tcp
crmsbits,2422,tcp
rnrp,2423,tcp
kofax-svr,2424,tcp
fjitsuappmgr,2425,tcp
vcmp,2426,tcp
mgcp-gateway,2427,tcp
ott,2428,tcp
ft-role,2429,tcp
venus,2430,tcp
venus-se,2431,tcp
codasrv,2432,tcp
codasrv-se,2433,tcp
pxc-epmap,2434,tcp
optilogic,2435,tcp
topx,2436,tcp
unicontrol,2437,tcp
msp,2438,tcp
sybasedbsynch,2439,tcp
spearway,2440,tcp
pvsw-inet,2441,tcp
netangel,2442,tcp
powerclientcsf,2443,tcp
btpp2sectrans,2444,tcp
dtn1,2445,tcp
bues-service,2446,tcp
ovwdb,2447,tcp
hpppssvr,2448,tcp
ratl,2449,tcp
netadmin,2450,tcp
netchat,2451,tcp
snifferclient,2452,tcp
madge-ltd,2453,tcp
indx-dds,2454,tcp
wago-io-system,2455,tcp
altav-remmgt,2456,tcp
rapido-ip,2457,tcp
griffin,2458,tcp
xrpl,2459,tcp
ms-theater,2460,tcp
qadmifoper,2461,tcp
qadmifevent,2462,tcp
lsi-raid-mgmt,2463,tcp
direcpc-si,2464,tcp
lbm,2465,tcp
lbf,2466,tcp
high-criteria,2467,tcp
qip-msgd,2468,tcp
mti-tcs-comm,2469,tcp
taskman-port,2470,tcp
seaodbc,2471,tcp
c3,2472,tcp
aker-cdp,2473,tcp
vitalanalysis,2474,tcp
ace-server,2475,tcp
ace-svr-prop,2476,tcp
ssm-cvs,2477,tcp
ssm-cssps,2478,tcp
ssm-els,2479,tcp
powerexchange,2480,tcp
giop,2481,tcp
giop-ssl,2482,tcp
ttc,2483,tcp
ttc-ssl,2484,tcp
netobjects1,2485,tcp
netobjects2,2486,tcp
pns,2487,tcp
moy-corp,2488,tcp
tsilb,2489,tcp
